ID	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio_num	BgRatio_num	Enrichment	Comparison	Direction
GOBP_REGULATION_OF_PROTEIN_SECRETION	5/195	252/41384	0.007044178	0.0271795	0.01604891	F2R/EFNA5/BLK/PPP3CA/SOX4	5	0.025641026	0.00608931	-4.210826211	E788_vs_WT	down
HP_MICROPENIS	5/195	252/41384	0.007044178	0.0271795	0.01604891	ZEB2/SETBP1/DUSP6/MTM1/PHF6	5	0.025641026	0.00608931	-4.210826211	E788_vs_WT	down
MODULE_99	6/195	356/41384	0.007072179	0.027281047	0.016108871	PRDM1/ZNF365/CTNNA2/FILIP1L/FN1/CCL1	6	0.030769231	0.008602358	-3.576836646	E788_vs_WT	down
GOMF_PHOSPHOLIPID_BINDING	7/195	469/41384	0.007105311	0.027356798	0.0161536	PLD1/PHLDA1/CCDC88A/MTM1/SNX4/DAB2IP/PASK	7	0.035897436	0.011332882	-3.167546881	E788_vs_WT	down
GATA4_Q3	5/195	253/41384	0.00715939	0.027440107	0.016202793	PDE4D/ZEB2/AUTS2/CHN2/TSHZ2	5	0.025641026	0.006113474	-4.194182629	E788_vs_WT	down
HP_DISPLACEMENT_OF_THE_URETHRAL_MEATUS	6/195	357/41384	0.007165636	0.027440107	0.016202793	PDE4D/ZEB2/SETBP1/SMARCA2/MTM1/SOX4	6	0.030769231	0.008626522	-3.566817496	E788_vs_WT	down
HP_JOINT_HYPERMOBILITY	6/195	357/41384	0.007165636	0.027440107	0.016202793	SEMA5A/STAT4/CSGALNACT1/MTM1/EXT1/PHF6	6	0.030769231	0.008626522	-3.566817496	E788_vs_WT	down
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	6/195	357/41384	0.007165636	0.027440107	0.016202793	PRDM1/ABCD2/PTPRC/MAP2/STON2/JUN	6	0.030769231	0.008626522	-3.566817496	E788_vs_WT	down
YOSHIMURA_MAPK8_TARGETS_DN	6/195	357/41384	0.007165636	0.027440107	0.016202793	MET/PTPRJ/FN1/MYCBP2/DUSP6/MAP2	6	0.030769231	0.008626522	-3.566817496	E788_vs_WT	down
BUSSLINGER_GASTRIC_PARIETAL_CELLS	5/195	254/41384	0.007275911	0.027737061	0.016378137	DNER/PHLDA1/FAM107B/FILIP1L/DUSP4	5	0.025641026	0.006137638	-4.177670099	E788_vs_WT	down
E47_02	5/195	254/41384	0.007275911	0.027737061	0.016378137	LRRN3/MEF2C/TSPAN33/GNA12/SYNE2	5	0.025641026	0.006137638	-4.177670099	E788_vs_WT	down
HP_LONG_FINGERS	5/195	254/41384	0.007275911	0.027737061	0.016378137	ZEB2/SMARCA2/EXOC6B/MTM1/PHF6	5	0.025641026	0.006137638	-4.177670099	E788_vs_WT	down
HP_PNEUMONIA	5/195	254/41384	0.007275911	0.027737061	0.016378137	DDR2/SETBP1/SMARCA2/PTPRC/SOX4	5	0.025641026	0.006137638	-4.177670099	E788_vs_WT	down
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	6/195	359/41384	0.007355227	0.028032837	0.016552787	PHLDA1/SMARCA2/SESN3/GBP4/GBP2/GNG11	6	0.030769231	0.00867485	-3.546946647	E788_vs_WT	down
GOBP_HEART_MORPHOGENESIS	5/195	255/41384	0.007393751	0.028166421	0.016631665	MEF2C/RYR2/EXT1/JUN/SOX4	5	0.025641026	0.006161802	-4.161287079	E788_vs_WT	down
HP_POLYMICROGYRIA	5/195	255/41384	0.007393751	0.028166421	0.016631665	ZEB2/TNIK/CCDC88A/PPP3CA/KCNQ5	5	0.025641026	0.006161802	-4.161287079	E788_vs_WT	down
GOBP_EXOCYTOSIS	6/195	360/41384	0.007451371	0.028286256	0.016702425	BLK/EXOC6B/PIK3CG/SNX4/MICAL1/PRKCB	6	0.030769231	0.008699014	-3.537094017	E788_vs_WT	down
MIR4306	7/195	474/41384	0.007509301	0.028499493	0.016828337	PCP4/SETBP1/CLMN/EXOC6B/FAM135B/ATXN1/ADAM22	7	0.035897436	0.011453702	-3.134133939	E788_vs_WT	down
HP_SOMATIC_SENSORY_DYSFUNCTION	6/195	361/41384	0.00754842	0.028641255	0.016912045	ZEB2/EGR2/STAT4/GRIN2A/EXT1/ATXN1	6	0.030769231	0.008723178	-3.527295973	E788_vs_WT	down
CREL_01	5/195	257/41384	0.007633411	0.028923136	0.017078489	RAPH1/CXCL10/EHF/NFAT5/DUSP6	5	0.025641026	0.00621013	-4.128903522	E788_vs_WT	down
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP	5/195	257/41384	0.007633411	0.028923136	0.017078489	CXCL10/EGR2/DUSP6/GBP1/DUSP5	5	0.025641026	0.00621013	-4.128903522	E788_vs_WT	down
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	5/195	257/41384	0.007633411	0.028923136	0.017078489	SH3BP5/CADM1/SCD5/MAP2/SOX4	5	0.025641026	0.00621013	-4.128903522	E788_vs_WT	down
GOBP_HEART_PROCESS	5/195	258/41384	0.007755247	0.029132924	0.017202365	PDE4D/RYR2/PIK3CG/AKAP13/EXT1	5	0.025641026	0.006234293	-4.11290002	E788_vs_WT	down
GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	5/195	258/41384	0.007755247	0.029132924	0.017202365	TRIB1/SH3RF1/MTM1/GNA12/DAB2IP	5	0.025641026	0.006234293	-4.11290002	E788_vs_WT	down
P53_DECAMER_Q2	5/195	258/41384	0.007755247	0.029132924	0.017202365	ZEB2/SMARCA2/GRIN2A/TLE4/DAB2IP	5	0.025641026	0.006234293	-4.11290002	E788_vs_WT	down
TAL1ALPHAE47_01	5/195	258/41384	0.007755247	0.029132924	0.017202365	MEF2C/ABCD2/E2F7/LIMA1/MAP2	5	0.025641026	0.006234293	-4.11290002	E788_vs_WT	down
TCF11_01	5/195	258/41384	0.007755247	0.029132924	0.017202365	PDE4D/SMARCA2/CCDC88A/CADM1/MAP2	5	0.025641026	0.006234293	-4.11290002	E788_vs_WT	down
HP_DOWNSLANTED_PALPEBRAL_FISSURES	7/195	477/41384	0.007759717	0.029142966	0.017208294	ZEB2/SETBP1/SMARCA2/AUTS2/SEMA5A/CSGALNACT1/PPP3CA	7	0.035897436	0.011526194	-3.114422405	E788_vs_WT	down
MIR1283	7/195	478/41384	0.007844545	0.029436154	0.017381416	PRDM1/PDE4D/MEF2C/RORB/PTPRC/STARD4/PHF6	7	0.035897436	0.011550358	-3.107906877	E788_vs_WT	down
KOYAMA_SEMA3B_TARGETS_DN	6/195	364/41384	0.007845043	0.029436154	0.017381416	CALD1/RRAD/TSPAN33/FN1/CD47/NFAT5	6	0.030769231	0.00879567	-3.498224852	E788_vs_WT	down
MIR448	6/195	364/41384	0.007845043	0.029436154	0.017381416	PDE4D/ANK3/MEF2C/ZEB2/AUTS2/TMSB4X	6	0.030769231	0.00879567	-3.498224852	E788_vs_WT	down
MODULE_17	6/195	364/41384	0.007845043	0.029436154	0.017381416	H1-2/PTPRC/H2AC6/H2BC12/PRKCB/ST6GAL1	6	0.030769231	0.00879567	-3.498224852	E788_vs_WT	down
GOBP_PROTEIN_ACYLATION	5/195	259/41384	0.007878429	0.029540922	0.017443279	AUTS2/ZDHHC14/NCOA1/PIWIL2/SOX4	5	0.025641026	0.006258457	-4.097020097	E788_vs_WT	down
HP_ABNORMALITY_OF_THE_MENSTRUAL_CYCLE	5/195	259/41384	0.007878429	0.029540922	0.017443279	PDE4D/CDKN2C/DUSP6/NR3C1/CYP19A1	5	0.025641026	0.006258457	-4.097020097	E788_vs_WT	down
JAEGER_METASTASIS_DN	5/195	259/41384	0.007878429	0.029540922	0.017443279	ANK3/TMEM45A/EHF/MAST4/CHN2	5	0.025641026	0.006258457	-4.097020097	E788_vs_WT	down
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	6/195	365/41384	0.007945758	0.02967673	0.01752347	HOMER2/ABCD2/PTPRC/FN1/TMSB4X/GBP1	6	0.030769231	0.008819834	-3.488640674	E788_vs_WT	down
HP_ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER	6/195	365/41384	0.007945758	0.02967673	0.01752347	SETBP1/SMARCA2/AUTS2/GRIN2A/CSGALNACT1/PPP3CA	6	0.030769231	0.008819834	-3.488640674	E788_vs_WT	down
ATF4_Q2	5/195	260/41384	0.008002966	0.029862887	0.017633392	PDE4D/TRIB1/PKIA/CDC14B/DUSP1	5	0.025641026	0.006282621	-4.081262327	E788_vs_WT	down
CREBP1_Q2	5/195	260/41384	0.008002966	0.029862887	0.017633392	PDE4D/TRIB1/EGR2/DUSP1/TSHZ2	5	0.025641026	0.006282621	-4.081262327	E788_vs_WT	down
GOBP_NEGATIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	5/195	260/41384	0.008002966	0.029862887	0.017633392	TNFAIP8/SH3RF1/SERPINB9/MICAL1/SERPINB2	5	0.025641026	0.006282621	-4.081262327	E788_vs_WT	down
STAT6_02	5/195	260/41384	0.008002966	0.029862887	0.017633392	PDE4D/MEF2C/ZEB2/NFAT5/PRKCB	5	0.025641026	0.006282621	-4.081262327	E788_vs_WT	down
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	7/195	480/41384	0.008016255	0.029898715	0.017654548	LGMN/PKIA/TP73/CDC14B/E2F7/DUSP1/CDKN2C	7	0.035897436	0.011598685	-3.094957265	E788_vs_WT	down
MIR4482_3P	7/195	480/41384	0.008016255	0.029898715	0.017654548	EFNA5/ATP8A1/SEMA5A/KCNQ5/NR3C1/GCNT1/ADAM22	7	0.035897436	0.011598685	-3.094957265	E788_vs_WT	down
MIR5006_3P	6/195	366/41384	0.008047402	0.029979561	0.017702285	EFNA5/PTPRT/CHN2/ZDHHC14/ITGB1/WWC3	6	0.030769231	0.008843998	-3.479108869	E788_vs_WT	down
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	6/195	366/41384	0.008047402	0.029979561	0.017702285	PRDM1/TP73/SESN3/E2F7/TP53INP1/JUN	6	0.030769231	0.008843998	-3.479108869	E788_vs_WT	down
TRAVAGLINI_LUNG_NEUTROPHIL_CELL	6/195	366/41384	0.008047402	0.029979561	0.017702285	TRIB1/FAM107B/ENTPD1/DUSP1/PPP3CA/MCL1	6	0.030769231	0.008843998	-3.479108869	E788_vs_WT	down
GOBP_REGULATION_OF_BLOOD_CIRCULATION	5/195	261/41384	0.008128865	0.0301799	0.017820581	PDE4D/F2R/RYR2/PIK3CG/KCNMB4	5	0.025641026	0.006306785	-4.065625307	E788_vs_WT	down
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	5/195	261/41384	0.008128865	0.0301799	0.017820581	ZEB2/SEMA5A/TLE4/DAB2IP/SOX4	5	0.025641026	0.006306785	-4.065625307	E788_vs_WT	down
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	5/195	261/41384	0.008128865	0.0301799	0.017820581	EFNA5/SH3BP5/PTPRJ/PTPRC/PECAM1	5	0.025641026	0.006306785	-4.065625307	E788_vs_WT	down
HP_ABNORMAL_CRANIAL_NERVE_MORPHOLOGY	5/195	261/41384	0.008128865	0.0301799	0.017820581	EGR2/CDKN2C/MTM1/COLQ/ADCY6	5	0.025641026	0.006306785	-4.065625307	E788_vs_WT	down
HP_ABNORMAL_DERMATOGLYPHICS	5/195	261/41384	0.008128865	0.0301799	0.017820581	SETBP1/SMARCA2/AUTS2/CSGALNACT1/EXT1	5	0.025641026	0.006306785	-4.065625307	E788_vs_WT	down
MIR3123	5/195	261/41384	0.008128865	0.0301799	0.017820581	RABGAP1L/MCOLN2/GRIN2A/PPP3CA/PAG1	5	0.025641026	0.006306785	-4.065625307	E788_vs_WT	down
GOBP_REGULATION_OF_BINDING	6/195	367/41384	0.008149979	0.03022741	0.017848635	MET/BLK/TMSB4X/PPP3CA/MAP2/JUN	6	0.030769231	0.008868162	-3.469629009	E788_vs_WT	down
HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_3DY_POSITIVE	6/195	368/41384	0.008253493	0.030388038	0.017943482	FNDC3B/MTM1/MAP2/GNA12/EXT1/STARD4	6	0.030769231	0.008892326	-3.460200669	E788_vs_WT	down
BOQUEST_STEM_CELL_UP	5/195	262/41384	0.008256132	0.030388038	0.017943482	MBP/DDR2/TMEM45A/SETBP1/CDKN2C	5	0.025641026	0.006330949	-4.050107653	E788_vs_WT	down
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	5/195	262/41384	0.008256132	0.030388038	0.017943482	MEF2C/ZEB2/ITGB1/NR3C1/JUN	5	0.025641026	0.006330949	-4.050107653	E788_vs_WT	down
RIZKI_TUMOR_INVASIVENESS_3D_DN	5/195	262/41384	0.008256132	0.030388038	0.017943482	MEF2C/RRAD/PTPRC/DUSP4/PECAM1	5	0.025641026	0.006330949	-4.050107653	E788_vs_WT	down
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	6/195	369/41384	0.008357949	0.030755813	0.018160645	TNFAIP8/SH3RF1/SERPINB9/MICAL1/SERPINB2/DAB2IP	6	0.030769231	0.008916489	-3.450823431	E788_vs_WT	down
CDX2_Q5	5/195	263/41384	0.008384775	0.030840532	0.01821067	PRDM1/CADM1/TLE4/CYRIA/SOX4	5	0.025641026	0.006355113	-4.034708004	E788_vs_WT	down
FOXO4_02	5/195	263/41384	0.008384775	0.030840532	0.01821067	PRDM1/RUNX1/CADM1/NR3C1/ATXN1	5	0.025641026	0.006355113	-4.034708004	E788_vs_WT	down
HP_ABNORMAL_SHAPE_OF_THE_FRONTAL_REGION	6/195	371/41384	0.008569708	0.031397649	0.018539636	PDE4D/ZEB2/DDR2/SETBP1/SMARCA2/CSGALNACT1	6	0.030769231	0.008964817	-3.43222061	E788_vs_WT	down
WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN	6/195	371/41384	0.008569708	0.031397649	0.018539636	SLC2A5/PHLDA1/RFTN1/E2F7/DUSP6/TLE4	6	0.030769231	0.008964817	-3.43222061	E788_vs_WT	down
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	7/195	487/41384	0.008639142	0.031625501	0.018674178	MET/STMN2/SEMA5A/CCDC88A/CD47/PIWIL2/SNX4	7	0.035897436	0.011767833	-3.050471226	E788_vs_WT	down
LMO2COM_01	5/195	265/41384	0.008646219	0.031637123	0.01868104	RUNX1/STMN2/TSPAN2/PTPRJ/CADM1	5	0.025641026	0.006403441	-4.004257378	E788_vs_WT	down
NFY_Q6_01	5/195	265/41384	0.008646219	0.031637123	0.01868104	STMN2/CDC14B/H2AC6/H2BC12/PASK	5	0.025641026	0.006403441	-4.004257378	E788_vs_WT	down
GOCC_SYNAPTIC_MEMBRANE	6/195	372/41384	0.008677019	0.031742661	0.018743358	F2R/ANK3/ITGB1/GRIN2A/RGS9/ADAM22	6	0.030769231	0.008988981	-3.42299421	E788_vs_WT	down
HP_EMG_ABNORMALITY	5/195	266/41384	0.008779033	0.031949451	0.018865463	RBM20/MTM1/SYNE2/COLQ/ADCY6	5	0.025641026	0.006427605	-3.989203779	E788_vs_WT	down
MORF_TNFRSF25	5/195	266/41384	0.008779033	0.031949451	0.018865463	STK17A/RUNX1/AFF2/COLQ/CYP19A1	5	0.025641026	0.006427605	-3.989203779	E788_vs_WT	down
MIR3119	6/195	373/41384	0.008785291	0.031949451	0.018865463	SETBP1/ENTPD1/ITGAV/PTPRT/CD47/TSHZ2	6	0.030769231	0.009013145	-3.413817282	E788_vs_WT	down
AP1_Q6_01	5/195	267/41384	0.008913252	0.032293612	0.019068683	PRDM1/ANK3/SMARCA2/LRRFIP2/MAP2	5	0.025641026	0.006451769	-3.974262941	E788_vs_WT	down
ATF_01	5/195	267/41384	0.008913252	0.032293612	0.019068683	TRIB1/CALD1/EGR2/DUSP4/DUSP1	5	0.025641026	0.006451769	-3.974262941	E788_vs_WT	down
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	5/195	267/41384	0.008913252	0.032293612	0.019068683	MET/PIK3CG/MTM1/MCL1/DAB2IP	5	0.025641026	0.006451769	-3.974262941	E788_vs_WT	down
NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_DN	5/195	267/41384	0.008913252	0.032293612	0.019068683	SMARCA2/CHN2/GBP1/NR3C1/SOX4	5	0.025641026	0.006451769	-3.974262941	E788_vs_WT	down
HP_ABNORMALITY_OF_THE_VOICE	7/195	490/41384	0.008916715	0.032298942	0.01907183	SETBP1/AFF2/SEMA5A/GRIN2A/DUSP6/SYNE2/COLQ	7	0.035897436	0.011840325	-3.031794872	E788_vs_WT	down
GATA_C	5/195	268/41384	0.009048883	0.032660968	0.019285599	RORB/DUSP6/STON2/COLQ/JUN	5	0.025641026	0.006475933	-3.959433601	E788_vs_WT	down
TTF1_Q6	5/195	268/41384	0.009048883	0.032660968	0.019285599	CLMN/PTPRT/CACNA2D3/DAB2IP/ADCY6	5	0.025641026	0.006475933	-3.959433601	E788_vs_WT	down
WANG_CLIM2_TARGETS_UP	5/195	268/41384	0.009048883	0.032660968	0.019285599	MET/TP73/DUSP6/MCL1/TSHZ2	5	0.025641026	0.006475933	-3.959433601	E788_vs_WT	down
MYB_Q5_01	5/195	269/41384	0.009185932	0.033096703	0.019542891	DDR2/SMARCA2/CADM1/PIK3CG/SLC37A1	5	0.025641026	0.006500097	-3.944714517	E788_vs_WT	down
SIX1_TARGET_GENES	6/195	377/41384	0.009228077	0.033197096	0.019602171	ANK3/FAM107B/PTPRJ/B4GALNT3/CADM1/DAB2IP	6	0.030769231	0.009109801	-3.377596409	E788_vs_WT	down
GOCC_DISTAL_AXON	5/195	270/41384	0.009324407	0.033417439	0.019732279	STMN2/AUTS2/MAP2/MICAL1/PRKCB	5	0.025641026	0.006524261	-3.930104463	E788_vs_WT	down
GOMF_CYTOKINE_RECEPTOR_BINDING	5/195	270/41384	0.009324407	0.033417439	0.019732279	EFNA5/CXCL10/CCDC88A/CCL1/DAB2IP	5	0.025641026	0.006524261	-3.930104463	E788_vs_WT	down
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	5/195	270/41384	0.009324407	0.033417439	0.019732279	GRIN2A/CACNA2D3/GNG11/PRKCB/ADCY6	5	0.025641026	0.006524261	-3.930104463	E788_vs_WT	down
HP_ABNORMAL_SKIN_MORPHOLOGY_OF_THE_PALM	6/195	379/41384	0.009455354	0.033745044	0.019925722	SETBP1/SMARCA2/AUTS2/RBM20/CSGALNACT1/EXT1	6	0.030769231	0.009158129	-3.359772681	E788_vs_WT	down
AP1FJ_Q2	5/195	271/41384	0.009464315	0.033754739	0.019931447	PRDM1/CYTOR/SMARCA2/MAP2/TLE4	5	0.025641026	0.006548425	-3.915602233	E788_vs_WT	down
ATTCTTT_MIR186	5/195	271/41384	0.009464315	0.033754739	0.019931447	PRDM1/SH3RF1/FNDC3B/NFAT5/MAP2	5	0.025641026	0.006548425	-3.915602233	E788_vs_WT	down
GOCC_POSTSYNAPTIC_MEMBRANE	5/195	271/41384	0.009464315	0.033754739	0.019931447	F2R/ANK3/GRIN2A/RGS9/ADAM22	5	0.025641026	0.006548425	-3.915602233	E788_vs_WT	down
FAN_OVARY_CL1_GPRC5A_TNFRS12A_HIGH_SELECTABLE_FOLLICLE_STROMAL_CELL	6/195	380/41384	0.009570479	0.034043532	0.020101973	CALD1/STK17A/PHLDA1/FILIP1L/CYTOR/LRRFIP2	6	0.030769231	0.009182293	-3.350931174	E788_vs_WT	down
HP_SPECIFIC_LEARNING_DISABILITY	5/195	272/41384	0.009605663	0.034146216	0.020162605	PDE4D/AFF2/SMARCA2/AUTS2/GRIN2A	5	0.025641026	0.006572588	-3.901206637	E788_vs_WT	down
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	5/195	272/41384	0.009605663	0.034146216	0.020162605	STK17A/MYCBP2/LRRC8C/TP53INP1/PHF6	5	0.025641026	0.006572588	-3.901206637	E788_vs_WT	down
MYCMAX_B	5/195	272/41384	0.009605663	0.034146216	0.020162605	TRIB1/ZDHHC14/TSHZ2/SOX4/SDK1	5	0.025641026	0.006572588	-3.901206637	E788_vs_WT	down
GOBP_REGULATION_OF_HORMONE_LEVELS	7/195	499/41384	0.00978876	0.034751385	0.020519945	EFNA5/BLK/PPP3CA/SNX4/CYP19A1/PASK/SOX4	7	0.035897436	0.0120578	-2.977113201	E788_vs_WT	down
CRX_Q4	5/195	274/41384	0.009892705	0.035043687	0.020692543	H1-2/PDE4D/ENTPD1/CDKN2C/TLE4	5	0.025641026	0.006620916	-3.872730676	E788_vs_WT	down
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	6/195	383/41384	0.009921857	0.035139278	0.020748987	PRDM1/STK17A/MAST4/LRRC8C/LIMA1/STON2	6	0.030769231	0.009254784	-3.324683671	E788_vs_WT	down
ELK1_01	5/195	275/41384	0.010038414	0.035345099	0.02087052	PRDM1/STAT4/CHN2/TLE4/SOX4	5	0.025641026	0.00664508	-3.858648019	E788_vs_WT	down
HP_THIN_UPPER_LIP_VERMILION	5/195	275/41384	0.010038414	0.035345099	0.02087052	PDE4D/SETBP1/SMARCA2/EXT1/SOX4	5	0.025641026	0.00664508	-3.858648019	E788_vs_WT	down
STAT5A_03	5/195	275/41384	0.010038414	0.035345099	0.02087052	LRRN3/ODAPH/FN1/CADM1/CACNA2D3	5	0.025641026	0.00664508	-3.858648019	E788_vs_WT	down
VECCHI_GASTRIC_CANCER_EARLY_DN	6/195	384/41384	0.010040998	0.035345099	0.02087052	DNER/SETBP1/MAP7D2/PIK3CG/NR3C1/DUSP5	6	0.030769231	0.009278948	-3.316025641	E788_vs_WT	down
HP_PECTUS_EXCAVATUM	5/195	276/41384	0.010185589	0.035760923	0.021116055	MET/ZEB2/DDR2/CSGALNACT1/SYNE2	5	0.025641026	0.006669244	-3.84466741	E788_vs_WT	down
STK33_SKM_DN	5/195	276/41384	0.010185589	0.035760923	0.021116055	CALD1/TMEM45A/TNFAIP8/CACNA2D3/SERPINB2	5	0.025641026	0.006669244	-3.84466741	E788_vs_WT	down
MULLIGHAN_MLL_SIGNATURE_1_UP	6/195	386/41384	0.010282332	0.036045953	0.021284359	TRAF3IP3/SELPLG/PECAM1/MICAL1/GNA12/TDRD7	6	0.030769231	0.009327276	-3.298844161	E788_vs_WT	down
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	6/195	387/41384	0.010404533	0.036387817	0.021486223	ATP8A1/ZDHHC14/B4GALNT3/CSGALNACT1/GCNT1/ST6GAL1	6	0.030769231	0.00935144	-3.290320016	E788_vs_WT	down
USF_02	5/195	278/41384	0.01048437	0.036619648	0.021623114	RUNX1/SESN3/DUSP1/CDKN2C/TSHZ2	5	0.025641026	0.006717572	-3.817007932	E788_vs_WT	down
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	6/195	388/41384	0.010527763	0.036755377	0.021703259	PHLDA1/CSGALNACT1/EOGT/EXT1/GCNT1/ST6GAL1	6	0.030769231	0.009375604	-3.28183981	E788_vs_WT	down
GOBP_SENSORY_SYSTEM_DEVELOPMENT	6/195	388/41384	0.010527763	0.036755377	0.021703259	PRDM1/TMOD1/RORB/TDRD7/JUN/SDK1	6	0.030769231	0.009375604	-3.28183981	E788_vs_WT	down
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	5/195	279/41384	0.010635988	0.036918626	0.021799654	BLK/MBP/FAM107B/EXOC6B/RBM20	5	0.025641026	0.006741736	-3.8033269	E788_vs_WT	down
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP	6/195	390/41384	0.010777326	0.037337299	0.022046871	F2R/MET/MBP/GBP1/AKAP13/RGS9	6	0.030769231	0.009423932	-3.265009862	E788_vs_WT	down
MIR6739_5P	5/195	280/41384	0.010789101	0.037370108	0.022066245	ZEB2/EFNA5/TNIK/AFF2/CADM1	5	0.025641026	0.0067659	-3.78974359	E788_vs_WT	down
GOBP_RESPONSE_TO_VIRUS	6/195	391/41384	0.010903669	0.037694478	0.022257778	TLR7/CXCL10/PTPRC/GBP3/GBP1/EXT1	6	0.030769231	0.009448096	-3.256659453	E788_vs_WT	down
OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN	5/195	281/41384	0.010943714	0.037824854	0.022334763	F2R/CALD1/RASGRP3/TMEM45A/NFAT5	5	0.025641026	0.006790064	-3.776256958	E788_vs_WT	down
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS	5/195	283/41384	0.011257471	0.038662095	0.022829135	F2R/MEF2C/DOCK10/EXT1/SOX4	5	0.025641026	0.006838392	-3.749569629	E788_vs_WT	down
GOCC_LATE_ENDOSOME	5/195	283/41384	0.011257471	0.038662095	0.022829135	PLD1/F2R/LGMN/MCOLN2/MTM1	5	0.025641026	0.006838392	-3.749569629	E788_vs_WT	down
MyD88_Up_HBL1_SigDB_Staudt	5/195	283/41384	0.011257471	0.038662095	0.022829135	RUNX1/TSPAN33/ZSCAN2/LIMA1/GBP1	5	0.025641026	0.006838392	-3.749569629	E788_vs_WT	down
GOBP_PEPTIDYL_LYSINE_MODIFICATION	6/195	396/41384	0.011551168	0.039495105	0.02332101	H1-2/AUTS2/EGR2/NCOA1/PIWIL2/SOX4	6	0.030769231	0.009568916	-3.215540016	E788_vs_WT	down
GOMF_G_PROTEIN_COUPLED_RECEPTOR_BINDING	5/195	285/41384	0.011577312	0.039576152	0.023368866	PDE4D/CXCL10/HOMER2/GNA12/CCL1	5	0.025641026	0.00688672	-3.72325686	E788_vs_WT	down
TBK1.DF_DN	5/195	286/41384	0.011739529	0.040012599	0.023626579	H1-2/MBP/EHF/SMARCA2/ADCY6	5	0.025641026	0.006910883	-3.710238479	E788_vs_WT	down
MIR3666	6/195	398/41384	0.011817616	0.040270282	0.023778735	MET/ZEB2/TMOD1/EOGT/STON2/SOX4	6	0.030769231	0.009617243	-3.199381523	E788_vs_WT	down
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_2MO_DN	5/195	287/41384	0.011903288	0.040379118	0.023843	LGMN/PHLDA1/CADM1/CACNA2D3/PECAM1	5	0.025641026	0.006935047	-3.697310819	E788_vs_WT	down
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	5/195	287/41384	0.011903288	0.040379118	0.023843	SELPLG/ITGAV/FN1/ITGB1/JUN	5	0.025641026	0.006935047	-3.697310819	E788_vs_WT	down
MIR4310	5/195	287/41384	0.011903288	0.040379118	0.023843	PDE4D/RAPH1/MEF2C/TSHZ2/PHF6	5	0.025641026	0.006935047	-3.697310819	E788_vs_WT	down
GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	5/195	288/41384	0.012068592	0.040850068	0.024121086	F2R/TLR7/PRKCB/AKAP13/DAB2IP	5	0.025641026	0.006959211	-3.684472934	E788_vs_WT	down
HP_ABNORMALITY_OF_THE_CERVICAL_SPINE	6/195	400/41384	0.012088372	0.040850068	0.024121086	DDR2/SETBP1/EXOC6B/SEMA5A/STAT4/FN1	6	0.030769231	0.009665571	-3.183384615	E788_vs_WT	down
LU_EZH2_TARGETS_DN	6/195	400/41384	0.012088372	0.040850068	0.024121086	CALD1/RAPH1/RFTN1/DUSP6/PPP3CA/MCL1	6	0.030769231	0.009665571	-3.183384615	E788_vs_WT	down
